QueryId,DocumentId,Rank,Score
303,NYT20000327.0250,139,11.720869
303,XIE19960304.0076,140,11.720869
303,XIE19970813.0119,141,11.720869
303,XIE19991116.0104,142,11.720869
303,XIE19991226.0033,143,11.720869
303,NYT19981019.0200,144,11.685878
303,NYT19991227.0400,145,11.625046
303,NYT19981007.0265,146,11.5996475
303,APW19990106.0156,147,11.384016
303,NYT19991026.0072,148,11.384016
303,NYT19991026.0073,149,11.384016
303,NYT19991026.0074,150,11.384016
303,NYT19991026.0075,151,11.384016
303,NYT19991028.0083,152,11.384016
303,NYT19991028.0084,153,11.384016
303,NYT19991028.0085,154,11.384016
303,NYT19991028.0086,155,11.384016
303,NYT19990329.0296,156,11.383413
303,APW20000426.0278,157,11.371447
303,NYT19991217.0338,158,11.371447
303,NYT19990723.0219,159,11.352501
303,NYT19981028.0290,160,11.191032
303,NYT19990723.0009,161,10.973751
303,NYT20000210.0062,162,10.960787
303,APW19980610.1778,163,10.858241
303,APW19990731.0003,164,10.858241
303,APW19990731.0045,165,10.858241
303,APW19990731.0224,166,10.858241
303,APW19990108.0186,167,10.845156
303,APW19990109.0033,168,10.845156
303,NYT19991227.0211,169,10.845156
303,APW19981020.1367,170,10.822609
303,APW19990818.0054,171,10.822609
303,NYT19990525.0163,172,10.822609
303,NYT19981008.0282,173,10.822609
303,NYT19981008.0324,174,10.822609
303,NYT19991215.0196,175,10.822609
303,NYT20000209.0330,176,10.822609
303,APW19990723.0029,177,10.598945
303,APW19990628.0199,178,10.56807
303,APW19990928.0002,179,10.56807
303,APW19990928.0004,180,10.56807
303,APW19990928.0116,181,10.56807
303,APW19990928.0228,182,10.56807
303,NYT20000723.0191,183,10.56807
303,XIE19980104.0071,184,10.56807
303,XIE19971022.0099,185,10.56807
303,XIE19970123.0003,186,10.56807
303,XIE19981030.0048,187,10.56807
303,XIE19970807.0103,188,10.56807
303,XIE19971008.0099,189,10.56807
303,XIE19991228.0044,190,10.56807
303,NYT20000406.0439,191,10.538736
303,APW19990310.0227,192,10.536772
303,NYT19991210.0254,193,10.536772
303,NYT19991210.0256,194,10.536772
303,NYT19991214.0113,195,10.536772
303,NYT19991214.0114,196,10.536772
303,APW19990601.0311,197,10.401606
303,APW19990601.0014,198,10.401606
303,NYT19981023.0182,199,10.401606
303,NYT19990609.0307,200,10.265713
303,NYT19980803.0202,201,10.263027
303,NYT19990111.0263,202,10.129614
303,NYT19990702.0252,203,10.094299
303,NYT19990524.0252,204,10.094299
303,NYT19990617.0078,205,10.0732975
303,NYT19990617.0079,206,10.0732975
303,NYT19990617.0082,207,10.0732975
303,NYT19990617.0083,208,10.0732975
303,NYT19990617.0086,209,10.0732975
303,NYT19990617.0087,210,10.0732975
303,NYT19990616.0208,211,10.0732975
303,NYT19990616.0209,212,10.0732975
303,NYT19990616.0212,213,10.0732975
303,NYT19990616.0213,214,10.0732975
303,NYT19990616.0216,215,10.0732975
303,NYT19990616.0217,216,10.0732975
303,NYT20000427.0037,217,10.02079
303,APW19990717.0096,218,9.904406
303,NYT20000218.0252,219,9.849286
303,NYT19990718.0155,220,9.821665
303,NYT20000106.0089,221,9.821665
303,APW20000426.0251,222,9.792053
303,NYT19981123.0243,223,9.792053
303,NYT19981123.0382,224,9.792053
303,NYT19991227.0331,225,9.792053
303,NYT19991206.0162,226,9.792053
303,NYT19991206.0163,227,9.792053
303,NYT19991208.0415,228,9.792053
303,NYT19990406.0058,229,9.792053
303,NYT19990405.0285,230,9.792053
303,NYT19991115.0239,231,9.792053
303,NYT19981012.0245,232,9.672422
303,NYT19990310.0205,233,9.642843
303,NYT20000605.0264,234,9.642843
303,NYT19990408.0058,235,9.600738
303,NYT19990812.0387,236,9.507971
303,NYT19990708.0339,237,9.507971
303,NYT19980625.0194,238,9.507971
303,NYT20000626.0298,239,9.507971
303,NYT19991129.0175,240,9.507971
303,XIE19981114.0284,241,9.461592
303,NYT19981024.0065,242,9.344766
303,APW19990602.0039,243,9.200499
303,NYT19990103.0248,244,9.200499
303,NYT19990120.0397,245,9.200499
303,NYT19980603.0264,246,8.947943
303,APW19990924.0062,247,8.947943
303,APW19981116.1248,248,8.947943
303,APW19981117.0121,249,8.947943
303,APW19981117.0914,250,8.947943
303,APW19981117.1063,251,8.947943
303,APW19990803.0031,252,8.947943
303,APW19990803.0303,253,8.947943
303,APW19990804.0185,254,8.947943
303,NYT19990314.0069,255,8.947943
303,NYT19991209.0260,256,8.947943
303,NYT19991220.0184,257,8.947943
303,NYT19991221.0130,258,8.947943
303,NYT19991221.0249,259,8.947943
303,NYT20000518.0209,260,8.947943
303,NYT20000118.0362,261,8.947943
303,NYT19981228.0315,262,8.894305
303,NYT19981230.0089,263,8.894305
303,NYT19990326.0084,264,8.894305
303,NYT20000118.0372,265,8.894305
303,NYT20000928.0216,266,8.577858
303,NYT19990525.0302,267,8.54611
303,NYT19990311.0042,268,8.54611
303,APW19981202.1421,269,8.40464
303,NYT19991117.0110,270,8.40464
303,NYT19991117.0127,271,8.40464
303,NYT19991117.0128,272,8.40464
303,NYT19991117.0134,273,8.40464
303,NYT19991117.0135,274,8.40464
303,NYT19991115.0033,275,8.40464
303,NYT19991115.0034,276,8.40464
303,NYT19991115.0037,277,8.40464
303,NYT19991115.0038,278,8.40464
303,NYT19990609.0289,279,8.33511
303,NYT19981113.0474,280,8.269839
303,NYT19990719.0376,281,8.269839
303,NYT19990719.0378,282,8.269839
303,NYT19990719.0393,283,8.269839
303,NYT19990719.0423,284,8.269839
303,NYT19981005.0237,285,8.269839
303,NYT19990202.0006,286,8.269839
303,NYT19990329.0152,287,8.269839
303,NYT19990329.0153,288,8.269839
303,NYT19990329.0156,289,8.269839
303,NYT19990329.0159,290,8.269839
303,NYT19990329.0160,291,8.269839
303,NYT19990402.0052,292,8.269839
303,NYT19990402.0053,293,8.269839
303,NYT19990402.0056,294,8.269839
303,NYT19990402.0057,295,8.269839
303,NYT19990402.0060,296,8.269839
303,NYT19990402.0061,297,8.269839
303,NYT20000113.0328,298,8.269839
303,NYT20000113.0338,299,8.269839
303,APW19981020.1364,300,8.167917
303,NYT19981019.0259,301,8.167917
303,NYT19990419.0260,302,8.120914
303,NYT19990127.0444,303,8.117163
303,XIE19990822.0074,304,7.9743376
303,APW20000423.0100,305,7.916008
303,APW20000424.0192,306,7.916008
303,APW20000314.0052,307,7.916008
303,APW20000519.0238,308,7.916008
303,APW19990423.0194,309,7.916008
303,APW19981116.1329,310,7.916008
303,APW19990914.0296,311,7.916008
303,APW19990903.0123,312,7.916008
303,APW19990903.0206,313,7.916008
303,APW19990729.0144,314,7.916008
303,APW19990730.0050,315,7.916008
303,NYT19990603.0062,316,7.916008
303,NYT19980619.0149,317,7.916008
303,NYT19990716.0321,318,7.916008
303,NYT19990712.0234,319,7.916008
303,NYT19981126.0042,320,7.916008
303,NYT19991001.0187,321,7.916008
303,NYT19991208.0265,322,7.916008
303,NYT19991220.0295,323,7.916008
303,NYT19990115.0093,324,7.916008
303,NYT19990419.0268,325,7.916008
303,APW19990710.0002,326,7.7451987
303,NYT19990415.0315,327,7.7451987
303,NYT20000214.0356,328,7.7451987
303,NYT20000330.0414,329,7.673115
303,NYT19980811.0096,330,7.458682
303,NYT19980811.0097,331,7.458682
303,NYT19980804.0104,332,7.458682
303,NYT19980804.0105,333,7.458682
303,NYT19980728.0174,334,7.458682
303,NYT19980728.0175,335,7.458682
303,NYT19980729.0210,336,7.458682
303,NYT19980729.0211,337,7.458682
303,NYT19980730.0107,338,7.458682
303,NYT19980730.0108,339,7.458682
303,NYT19990913.0223,340,7.197408
303,NYT19980906.0028,341,7.197408
303,NYT19980906.0059,342,7.197408
303,NYT19990118.0239,343,7.197408
303,XIE19980321.0174,344,7.1900268
303,APW19990414.0157,345,7.06485
303,NYT19990211.0117,346,7.06485
303,NYT19990211.0168,347,7.06485
303,NYT19990211.0202,348,7.06485
303,NYT19990211.0288,349,7.06485
303,NYT19990310.0367,350,7.06485
303,NYT19981102.0196,351,7.06485
303,NYT19991206.0068,352,7.06485
303,NYT19991115.0262,353,7.06485
303,XIE19990310.0251,354,6.9776487
303,NYT20000212.0124,355,6.971383
303,NYT20000212.0193,356,6.971383
303,XIE19990715.0287,357,6.8547125
303,NYT20000626.0142,358,6.820739
303,NYT20000626.0143,359,6.820739
303,NYT20000626.0144,360,6.820739
303,NYT20000626.0145,361,6.820739
303,NYT19990727.0277,362,6.809166
303,NYT20000110.0265,363,6.809166
303,NYT20000124.0209,364,6.809166
303,NYT20000119.0403,365,6.809166
303,NYT20000128.0178,366,6.809166
303,APW20000428.0215,367,6.721649
303,APW20000322.0235,368,6.721649
303,APW20000313.0194,369,6.721649
303,APW19981020.1365,370,6.721649
303,APW19990913.0097,371,6.721649
303,APW19990722.0029,372,6.721649
303,NYT19990826.0338,373,6.721649
303,NYT19990106.0060,374,6.721649
303,NYT19990108.0271,375,6.721649
303,NYT19981218.0101,376,6.721649
303,NYT19990104.0182,377,6.721649
303,NYT19990215.0085,378,6.721649
303,NYT19990215.0097,379,6.721649
303,NYT19990428.0217,380,6.721649
303,NYT19981029.0236,381,6.721649
303,NYT19981029.0317,382,6.721649
303,NYT19981008.0232,383,6.721649
303,NYT19981008.0335,384,6.721649
303,NYT19981008.0336,385,6.721649
303,NYT19981009.0433,386,6.721649
303,NYT19981009.0435,387,6.721649
303,NYT19981214.0325,388,6.721649
303,NYT19990128.0367,389,6.721649
303,NYT19991222.0338,390,6.721649
303,NYT19991227.0235,391,6.721649
303,NYT20000104.0350,392,6.721649
303,NYT19991216.0153,393,6.721649
303,NYT19991216.0319,394,6.721649
303,NYT19991217.0144,395,6.721649
303,NYT19991217.0238,396,6.721649
303,NYT19991208.0330,397,6.721649
303,NYT19991209.0105,398,6.721649
303,NYT19991213.0249,399,6.721649
303,NYT19991213.0369,400,6.721649
303,NYT19991221.0239,401,6.721649
303,NYT19991222.0212,402,6.721649
303,NYT19991222.0245,403,6.721649
303,NYT20000306.0285,404,6.721649
303,NYT19991109.0238,405,6.721649
303,NYT19991228.0119,406,6.721649
303,NYT19991228.0252,407,6.721649
303,NYT20000929.0045,408,6.6860037
303,NYT20000929.0046,409,6.6860037
303,NYT19991223.0154,410,6.3976164
303,NYT19991115.0138,411,6.3976164
303,NYT20000607.0360,412,6.087766
303,XIE19980320.0170,413,6.087766
303,XIE20000426.0146,414,6.087766
303,NYT20000626.0285,415,6.034127
303,NYT20000626.0286,416,6.034127
303,NYT20000626.0287,417,6.034127
303,NYT20000501.0225,418,6.023771
303,NYT19990208.0200,419,5.984314
303,NYT19990329.0472,420,5.984314
303,NYT19990329.0476,421,5.984314
303,NYT19990329.0478,422,5.984314
303,NYT19990329.0481,423,5.984314
303,NYT19990329.0484,424,5.984314
303,NYT20000405.0226,425,5.9477706
303,NYT20000405.0231,426,5.9477706
303,NYT20000113.0065,427,5.856549
303,NYT20000113.0066,428,5.856549
303,NYT19991018.0271,429,5.430181
303,APW20000720.0153,430,5.3856864
303,APW20000720.0172,431,5.3856864
303,APW20000720.0173,432,5.3856864
303,APW19990628.0208,433,5.376344
303,APW19990502.0020,434,5.376344
303,APW19990410.0046,435,5.376344
303,APW19990410.0110,436,5.376344
303,APW19991011.0045,437,5.376344
303,NYT19980702.0030,438,5.376344
303,NYT19990806.0128,439,5.376344
303,NYT19981029.0219,440,5.376344
303,NYT19981029.0341,441,5.376344
303,NYT19981026.0258,442,5.376344
303,NYT19981124.0308,443,5.376344
303,NYT19991223.0106,444,5.376344
303,NYT19991223.0179,445,5.376344
303,NYT19991221.0094,446,5.376344
303,NYT20000113.0102,447,5.376344
303,NYT20000220.0162,448,5.376344
303,NYT20000220.0212,449,5.376344
303,NYT19991106.0022,450,5.376344
303,NYT20000813.0044,451,5.376344
303,NYT20000727.0396,452,5.376344
303,NYT20000124.0210,453,5.376344
303,NYT20000118.0037,454,5.376344
303,NYT20000118.0038,455,5.376344
303,NYT20000118.0041,456,5.376344
303,NYT20000118.0042,457,5.376344
303,NYT20000120.0055,458,5.376344
303,NYT20000120.0056,459,5.376344
303,NYT20000120.0059,460,5.376344
303,NYT20000120.0060,461,5.376344
303,NYT19981123.0191,462,5.3636985
303,NYT19981123.0202,463,5.3636985
303,NYT19990525.0139,464,5.3636985
303,NYT19990310.0168,465,5.3636985
303,NYT19981107.0273,466,5.3636985
303,NYT19981124.0016,467,5.3636985
303,NYT19991223.0247,468,5.3636985
303,NYT19991206.0078,469,5.3636985
303,NYT19991207.0016,470,5.3636985
303,NYT20000126.0231,471,5.3195057
303,NYT20000519.0084,472,5.146415
303,NYT20000612.0242,473,5.146415
303,NYT20000112.0064,474,5.146415
303,NYT20000112.0066,475,5.146415
303,NYT19990717.0223,476,5.144549
303,NYT19991116.0050,477,5.1394596
303,NYT19990403.0036,478,5.090638
303,NYT20000814.0277,479,4.937251
303,NYT19980923.0372,480,4.880723
303,NYT19980923.0381,481,4.880723
303,XIE19990202.0076,482,4.824115
303,XIE19960610.0087,483,4.8099
303,NYT19991211.0005,484,4.788197
303,XIE19990422.0122,485,4.7747393
303,XIE20000709.0141,486,4.7747393
303,XIE19980409.0101,487,4.763205
303,APW19981230.1117,488,4.7406573
303,NYT20000731.0236,489,4.7406573
303,XIE19961107.0188,490,4.7406573
303,XIE19980604.0142,491,4.7220087
303,XIE19960319.0170,492,4.699049
303,XIE19961121.0310,493,4.6947803
303,XIE19961107.0192,494,4.6788354
303,XIE19980409.0100,495,4.654575
303,APW20000617.0037,496,4.6501055
303,XIE19990201.0175,497,4.6245728
303,XIE19990310.0214,498,4.6062355
303,APW19990802.0258,499,4.591858
303,XIE20000405.0176,500,4.591858
303,NYT19990729.0212,501,4.5730996
303,NYT19981030.0350,502,4.5730996
303,NYT19980921.0087,503,4.5730996
303,NYT19981016.0058,504,4.5730996
303,NYT19990120.0276,505,4.5730996
303,NYT19990412.0230,506,4.5730996
303,NYT20000628.0316,507,4.5730996
303,XIE19970309.0122,508,4.5730996
303,XIE19991001.0073,509,4.5730996
303,XIE19991001.0075,510,4.5730996
303,XIE19980725.0041,511,4.5068974
303,NYT19990311.0039,512,4.4548483
303,APW19990709.0230,513,4.4117575
303,APW19990709.0233,514,4.4117575
303,APW19990729.0281,515,4.4047914
303,APW19990723.0142,516,4.3949895
303,APW19990723.0145,517,4.3949895
303,NYT20000226.0027,518,4.348602
303,NYT20000226.0028,519,4.348602
303,NYT20000228.0213,520,4.348602
303,NYT20000228.0214,521,4.348602
303,NYT20000418.0059,522,4.275652
303,NYT20000214.0532,523,4.2643566
303,NYT20000214.0537,524,4.2643566
303,NYT20000214.0539,525,4.2643566
303,NYT20000214.0540,526,4.2643566
303,XIE19970212.0066,527,4.224691
303,XIE19961126.0210,528,4.171833
303,NYT19991117.0132,529,4.150508
303,NYT19990930.0312,530,4.0765076
303,APW19990708.0163,531,4.074062
303,XIE19960113.0129,532,4.0700626
303,XIE19990310.0288,533,4.0586963
303,XIE19960427.0136,534,4.0305405
303,NYT19990826.0279,535,4.026273
303,NYT20000124.0420,536,4.0238395
303,NYT20000124.0423,537,4.0238395
303,NYT20000124.0426,538,4.0238395
303,NYT20000126.0229,539,4.002261
303,NYT19990315.0122,540,3.9633722
303,NYT19990315.0123,541,3.9633722
303,NYT19990317.0152,542,3.9633722
303,NYT19991129.0258,543,3.9633722
303,NYT19990802.0236,544,3.9347904
303,XIE19980214.0149,545,3.9293618
303,NYT19981114.0206,546,3.928787
303,NYT19980930.0081,547,3.928787
303,NYT19980930.0083,548,3.928787
303,NYT19980914.0239,549,3.928787
303,NYT19981029.0509,550,3.928787
303,NYT19981009.0015,551,3.928787
303,NYT19981021.0223,552,3.928787
303,NYT19991224.0079,553,3.928787
303,NYT19991222.0148,554,3.928787
303,NYT19990329.0249,555,3.928787
303,NYT19990408.0304,556,3.928787
303,NYT19990409.0091,557,3.928787
303,NYT19990409.0134,558,3.928787
303,NYT19990413.0129,559,3.928787
303,NYT19990413.0131,560,3.928787
303,NYT20000113.0209,561,3.928787
303,NYT20000221.0172,562,3.928787
303,NYT20000208.0206,563,3.928787
303,NYT20000208.0275,564,3.928787
303,NYT20000209.0415,565,3.928787
303,NYT20000518.0085,566,3.928787
303,NYT20000519.0036,567,3.928787
303,NYT19991105.0137,568,3.928787
303,NYT20000807.0143,569,3.928787
303,NYT20000807.0153,570,3.928787
303,NYT20000131.0330,571,3.928787
303,XIE19980130.0182,572,3.928787
303,NYT19990403.0037,573,3.8905933
303,NYT19990405.0051,574,3.8905933
303,NYT19990405.0053,575,3.8905933
303,NYT19991108.0191,576,3.889114
303,NYT20000311.0169,577,3.8841474
303,NYT20000311.0212,578,3.8841474
303,NYT19980815.0013,579,3.8705053
303,NYT20000306.0096,580,3.8499117
303,NYT20000306.0097,581,3.8499117
303,NYT19990915.0408,582,3.802916
303,NYT20000118.0424,583,3.7997265
303,NYT20000118.0425,584,3.7997265
303,APW19990625.0234,585,3.782789
303,XIE19960118.0297,586,3.782789
303,NYT19991115.0360,587,3.7681205
303,NYT19981123.0461,588,3.7570863
303,NYT19981123.0462,589,3.7570863
303,NYT19981123.0463,590,3.7570863
303,NYT19981123.0464,591,3.7570863
303,XIE19990514.0206,592,3.741479
303,XIE20000412.0148,593,3.741479
303,NYT19990209.0055,594,3.714812
303,APW19990721.0021,595,3.711629
303,APW19990722.0315,596,3.711629
303,NYT19990617.0067,597,3.711629
303,NYT19990617.0068,598,3.711629
303,NYT19990617.0069,599,3.711629
303,NYT19990617.0070,600,3.711629
303,NYT19990617.0071,601,3.711629
303,NYT19990617.0072,602,3.711629
303,NYT19990617.0073,603,3.711629
303,NYT19990617.0074,604,3.711629
303,NYT19990617.0075,605,3.711629
303,NYT19990616.0197,606,3.711629
303,NYT19990616.0198,607,3.711629
303,NYT19990616.0199,608,3.711629
303,NYT19990616.0200,609,3.711629
303,NYT19990616.0201,610,3.711629
303,NYT19990616.0202,611,3.711629
303,NYT19990616.0203,612,3.711629
303,NYT19990616.0204,613,3.711629
303,NYT19990616.0205,614,3.711629
303,NYT19991001.0340,615,3.6908488
303,NYT19990818.0074,616,3.6829886
303,NYT19990818.0076,617,3.6829886
303,XIE19991104.0292,618,3.659964
303,NYT19980928.0215,619,3.6578166
303,NYT19990723.0317,620,3.6578166
303,NYT19981029.0304,621,3.6578166
303,NYT20000305.0043,622,3.6578166
303,NYT20000324.0186,623,3.6578166
303,NYT20000312.0092,624,3.6578166
303,NYT19991123.0065,625,3.611057
303,NYT19991123.0066,626,3.611057
303,APW19990922.0248,627,3.605686
303,APW19990305.0135,628,3.5613785
303,APW19990722.0122,629,3.5446107
303,APW19990722.0253,630,3.5446107
303,APW19990722.0255,631,3.5446107
303,APW19990722.0266,632,3.5446107
303,APW19990722.0371,633,3.5446107
303,APW19990722.0372,634,3.5446107
303,NYT20000508.0489,635,3.5340853
303,NYT20000508.0491,636,3.5340853
303,NYT20000508.0492,637,3.5340853
303,NYT20000508.0493,638,3.5340853
303,APW19990716.0053,639,3.5333595
303,XIE19970405.0108,640,3.5333595
303,XIE19960405.0124,641,3.5333595
303,XIE19980423.0136,642,3.5333595
303,NYT19990728.0002,643,3.512452
303,NYT19990809.0245,644,3.4814088
303,NYT19990718.0156,645,3.4814088
303,NYT19990727.0136,646,3.4739168
303,NYT19990727.0137,647,3.4739168
303,APW19990629.0030,648,3.4084811
303,APW19990306.0109,649,3.4084811
303,APW19990306.0051,650,3.4084811
303,APW19980930.1285,651,3.4084811
303,NYT19981007.0176,652,3.4084811
303,XIE19980521.0202,653,3.4084811
303,NYT19980928.0230,654,3.3747811
303,NYT19981123.0334,655,3.3575625
303,NYT20000306.0518,656,3.3575625
303,APW19990325.0011,657,3.3457637
303,APW19990325.0218,658,3.3457637
303,APW19990326.0056,659,3.3457637
303,NYT19980928.0260,660,3.3457637
303,NYT19990719.0338,661,3.3457637
303,NYT19991011.0226,662,3.3457637
303,NYT19990322.0075,663,3.3457637
303,XIE19961025.0130,664,3.3457637
303,XIE19961025.0131,665,3.3457637
303,APW19990731.0194,666,3.3322468
303,NYT20000110.0263,667,3.3322468
303,NYT19990311.0040,668,3.3282385
303,NYT20000327.0469,669,3.3217816
303,NYT20000327.0471,670,3.3217816
303,NYT20000327.0475,671,3.3217816
303,NYT20000327.0476,672,3.3217816
303,APW19990722.0170,673,3.3147926
303,NYT19981104.0663,674,3.3147926
303,NYT19990718.0080,675,3.3046443
303,XIE19990723.0261,676,3.3046443
303,NYT19990428.0063,677,3.2967682
303,NYT20000306.0361,678,3.2846973
303,NYT19981114.0028,679,3.2786603
303,NYT19991215.0181,680,3.2786603
303,NYT19991215.0310,681,3.2786603
303,APW19990602.0283,682,3.2714782
303,APW19990401.0130,683,3.2714782
303,APW19990308.0244,684,3.2714782
303,APW19990331.0004,685,3.2714782
303,APW19990205.0092,686,3.2714782
303,APW19990206.0055,687,3.2714782
303,APW19990726.0036,688,3.2714782
303,APW19990727.0031,689,3.2714782
303,APW19991012.0009,690,3.2714782
303,NYT19990401.0405,691,3.2714782
303,NYT20000720.0027,692,3.2714782
303,NYT20000118.0414,693,3.2714782
303,XIE19961207.0059,694,3.2714782
303,XIE19980729.0027,695,3.2714782
303,XIE19990723.0251,696,3.2714782
303,XIE20000803.0122,697,3.2714782
303,NYT20000311.0116,698,3.2424915
303,NYT19981012.0252,699,3.1968637
303,NYT19981012.0254,700,3.1968637
303,NYT19981012.0256,701,3.1968637
303,NYT19981012.0258,702,3.1968637
303,NYT19981024.0198,703,3.1968637
303,NYT19981024.0199,704,3.1968637
303,NYT19981024.0200,705,3.1968637
303,NYT19981024.0201,706,3.1968637
303,NYT19981024.0202,707,3.1968637
303,NYT19990329.0259,708,3.1968637
303,NYT19990408.0305,709,3.1968637
303,NYT19990410.0122,710,3.1968637
303,NYT19990410.0188,711,3.1968637
303,NYT20000808.0036,712,3.1968637
303,APW20000727.0142,713,3.1881647
303,APW19990629.0099,714,3.1881647
303,APW19990630.0365,715,3.1881647
303,NYT19990811.0104,716,3.1881647
303,NYT19980907.0097,717,3.1881647
303,NYT19990705.0137,718,3.1881647
303,NYT19991003.0456,719,3.1881647
303,NYT20000421.0335,720,3.1881647
303,XIE19971102.0215,721,3.1881647
303,XIE19960227.0025,722,3.1881647
303,XIE19980508.0085,723,3.1881647
303,XIE19980311.0129,724,3.1881647
303,XIE20000314.0239,725,3.1881647
303,XIE19990821.0150,726,3.1881647
303,NYT19990616.0251,727,3.1809201
303,NYT19981008.0167,728,3.1702461
303,NYT19981008.0171,729,3.1702461
303,APW19990606.0052,730,3.0927687
303,APW19990606.0054,731,3.0927687
