QueryNum DocId Rank TitleLen BodyLen 
201 clueweb12-0713wb-35-13648 50 3 2172
201 clueweb12-1205wb-78-13462 51 3 275
201 clueweb12-0917wb-66-01171 52 5 97
201 clueweb12-0610wb-50-15686 53 14 973
201 clueweb12-1306wb-97-29139 54 17 2465
201 clueweb12-1801wb-38-26067 55 10 233
201 clueweb12-0900wb-98-24673 56 7 387
201 clueweb12-1716wb-66-00027 57 4 370
201 clueweb12-0906wb-86-33232 58 15 631
201 clueweb12-0813wb-45-19007 59 16 859
201 clueweb12-0002wb-81-10226 60 11 530
201 clueweb12-0906wb-31-10544 61 12 2333
201 clueweb12-0907wb-37-01888 62 14 953
201 clueweb12-1612wb-58-03749 63 12 1284
201 clueweb12-0108wb-37-07006 64 5 798
201 clueweb12-1507wb-46-30038 65 14 230
201 clueweb12-1910wb-21-08910 66 7 644
201 clueweb12-0902wb-29-13949 67 12 1870
201 clueweb12-0910wb-47-12101 68 10 520
201 clueweb12-0908wb-88-00684 69 13 1109
201 clueweb12-0916wb-00-04079 70 11 2313
201 clueweb12-1804wb-47-11412 71 4 4544
201 clueweb12-0905wb-60-26929 72 10 558
201 clueweb12-1211wb-39-25876 73 7 382
201 clueweb12-1008wb-06-05554 74 9 376
201 clueweb12-1007wb-48-27054 75 6 214
201 clueweb12-0605wb-65-13518 76 10 1109
201 clueweb12-0909wb-35-26173 77 10 1142
201 clueweb12-0606wb-89-24581 78 10 443
201 clueweb12-0611wb-37-01840 79 6 2984
201 clueweb12-1508wb-92-23280 80 5 10799
201 clueweb12-0711wb-81-11019 81 11 532
201 clueweb12-1016wb-33-25271 82 13 1075
201 clueweb12-0917wb-70-07272 83 12 680
201 clueweb12-1804wb-89-01221 84 8 390
201 clueweb12-1007wb-79-19956 85 11 175
201 clueweb12-0905wb-25-19523 86 7 686
201 clueweb12-1607wb-55-01844 87 16 353
201 clueweb12-0909wb-62-29952 88 16 1643
201 clueweb12-1604wb-50-01444 89 13 294
201 clueweb12-0815wb-53-09186 90 9 621
201 clueweb12-0910wb-05-24477 91 14 692
201 clueweb12-0007wb-40-20920 92 9 729
201 clueweb12-0908wb-09-14789 93 5 2920
201 clueweb12-0907wb-49-33941 94 12 1041
201 clueweb12-0006wb-96-02778 95 7 221
201 clueweb12-1700wb-97-03464 96 15 667
201 clueweb12-1103wb-34-18912 97 2 1183
201 clueweb12-0207wb-00-11831 98 12 919
201 clueweb12-0209wb-62-29860 99 8 926
201 clueweb12-1007wb-48-27068 100 13 186
201 clueweb12-1608wb-61-17370 101 7 549
201 clueweb12-1111wb-41-15778 102 3 507
201 clueweb12-1205wb-35-08540 103 3 111
201 clueweb12-1203wb-45-10051 104 9 655
201 clueweb12-1203wb-51-26700 105 9 655
201 clueweb12-1712wb-94-32026 106 9 3533
201 clueweb12-0202wb-74-18281 107 8 2149
201 clueweb12-0204wb-92-00937 108 5 3002
201 clueweb12-0804wb-37-21459 109 12 2380
201 clueweb12-1507wb-23-19839 110 11 585
201 clueweb12-0713wb-63-21836 111 2 1152
201 clueweb12-1812wb-83-07588 112 6 1094
201 clueweb12-0206wb-98-03583 113 10 978
201 clueweb12-0901wb-48-05421 114 3 393
201 clueweb12-0111wb-39-18644 115 10 784
201 clueweb12-0606wb-18-17991 116 4 1719
201 clueweb12-0106wb-65-19852 117 4 498
201 clueweb12-1910wb-18-18372 118 13 717
201 clueweb12-1909wb-74-02709 119 11 593
201 clueweb12-1814wb-84-07435 120 12 935
201 clueweb12-1801wb-31-11690 121 4 2160
201 clueweb12-1811wb-98-08858 122 2 1512
201 clueweb12-1605wb-76-00058 123 7 665
201 clueweb12-0914wb-18-18515 124 11 3421
201 clueweb12-0010wb-37-03109 125 5 1676
201 clueweb12-0108wb-98-23421 126 12 1198
201 clueweb12-1900wb-30-13074 127 7 1580
201 clueweb12-0502wb-03-34297 128 14 716
201 clueweb12-0502wb-31-27634 129 16 800
201 clueweb12-0501wb-93-18375 130 4 575
201 clueweb12-0501wb-60-16567 131 11 728
201 clueweb12-0501wb-98-26815 132 19 866
201 clueweb12-0905wb-84-06982 133 8 703
201 clueweb12-0712wb-13-24284 134 2 454
201 clueweb12-0908wb-57-02121 135 17 1726
201 clueweb12-1910wb-84-16059 136 6 173
201 clueweb12-1001wb-76-15885 137 5 1869
201 clueweb12-1107wb-16-09184 138 5 582
201 clueweb12-1107wb-14-08389 139 5 582
201 clueweb12-1109wb-64-14099 140 7 1572
201 clueweb12-1110wb-47-08595 141 11 658
201 clueweb12-0006wb-83-19114 142 7 618
201 clueweb12-0006wb-70-10109 143 7 618
201 clueweb12-0306wb-20-18408 144 1 611
201 clueweb12-0800wb-24-05453 145 4 758
201 clueweb12-0304wb-15-00742 146 8 1205
201 clueweb12-0506wb-16-01021 147 10 1970
201 clueweb12-1606wb-08-01210 148 8 3290
201 clueweb12-0716wb-23-03656 149 7 3548
201 clueweb12-0600wb-65-00762 150 5 781
201 clueweb12-0604wb-64-00523 151 13 1737
201 clueweb12-0818wb-61-21511 152 3 1989
201 clueweb12-1309wb-95-29153 153 2 1163
201 clueweb12-1714wb-63-11477 154 16 512
201 clueweb12-1715wb-14-02396 155 16 497
201 clueweb12-0903wb-62-32201 156 12 1056
201 clueweb12-0108wb-66-01976 157 10 987
201 clueweb12-1100wb-84-11508 158 5 864
201 clueweb12-1213wb-81-01531 159 5 860
201 clueweb12-1214wb-38-15676 160 5 849
201 clueweb12-1216wb-30-24559 161 3 802
201 clueweb12-1216wb-34-08141 162 4 1010
201 clueweb12-0108wb-93-03539 163 4 1393
201 clueweb12-0502wb-51-12289 164 24 929
201 clueweb12-0502wb-85-11112 165 17 886
201 clueweb12-0005wb-07-00867 166 7 534
201 clueweb12-1307wb-78-20724 167 3 2232
201 clueweb12-0909wb-23-16151 168 10 2509
201 clueweb12-0000wb-95-13496 169 2 5503
201 clueweb12-0002wb-05-17584 170 5 5290
201 clueweb12-1508wb-05-16634 171 6 770
201 clueweb12-1415wb-19-04198 172 4 3315
201 clueweb12-1113wb-17-04450 173 9 397
201 clueweb12-0915wb-07-01580 174 12 3697
201 clueweb12-0817wb-09-06757 175 5 3146
201 clueweb12-1804wb-83-26995 176 5 994
201 clueweb12-1805wb-00-30327 177 4 1512
201 clueweb12-1805wb-04-09136 178 9 1162
201 clueweb12-1805wb-13-07486 179 6 1522
201 clueweb12-1805wb-13-07500 180 4 1175
201 clueweb12-1805wb-10-00160 181 4 944
201 clueweb12-1805wb-34-31193 182 6 1128
201 clueweb12-1805wb-34-31207 183 5 1235
201 clueweb12-1805wb-97-00508 184 9 1432
201 clueweb12-1806wb-03-22152 185 10 999
201 clueweb12-1805wb-46-08205 186 4 872
201 clueweb12-1805wb-53-20401 187 5 1034
201 clueweb12-1805wb-84-16989 188 9 1338
201 clueweb12-1804wb-58-11660 189 6 1093
201 clueweb12-1805wb-31-17299 190 4 943
201 clueweb12-1805wb-42-21503 191 6 1173
201 clueweb12-1813wb-90-14503 192 10 1365
201 clueweb12-1815wb-35-11202 193 6 1313
201 clueweb12-1814wb-25-15183 194 6 1412
201 clueweb12-1900wb-77-09912 195 10 1164
201 clueweb12-1901wb-00-10214 196 6 1214
201 clueweb12-1020wb-52-18508 197 2 1191
201 clueweb12-0915wb-42-02088 198 4 2411
201 clueweb12-1711wb-66-00567 199 12 399
201 clueweb12-1009wb-06-16954 200 9 131
201 clueweb12-1216wb-42-14912 201 9 154
201 clueweb12-1215wb-41-19092 202 9 154
201 clueweb12-0907wb-18-10208 203 12 2909
201 clueweb12-1210wb-25-30566 204 5 3303
201 clueweb12-1209wb-33-07654 205 5 3303
201 clueweb12-1209wb-91-34028 206 5 3303
201 clueweb12-1210wb-33-36836 207 5 3303
201 clueweb12-1210wb-47-11270 208 5 3302
201 clueweb12-1210wb-47-11284 209 5 3302
201 clueweb12-1209wb-76-03614 210 5 3302
201 clueweb12-1209wb-70-33135 211 5 3302
201 clueweb12-0102wb-06-17835 212 16 1869
201 clueweb12-0305wb-08-01952 213 7 2701
201 clueweb12-0305wb-98-18393 214 6 2563
201 clueweb12-1104wb-07-14060 215 12 4401
201 clueweb12-1103wb-89-23923 216 12 4401
201 clueweb12-1104wb-00-12689 217 12 4402
201 clueweb12-1104wb-00-12703 218 12 4401
201 clueweb12-0916wb-34-23382 219 3 5557
201 clueweb12-0003wb-09-27035 220 4 1005
201 clueweb12-1505wb-02-15177 221 3 291
201 clueweb12-1204wb-46-22851 222 19 8750
201 clueweb12-1910wb-10-17170 223 7 2874
201 clueweb12-0111wb-12-06386 224 7 551
201 clueweb12-0909wb-00-00642 225 13 1215
201 clueweb12-1715wb-31-15882 226 15 251
201 clueweb12-1311wb-49-23521 227 6 967
201 clueweb12-1211wb-03-10283 228 10 4916
201 clueweb12-1704wb-81-15648 229 6 658
201 clueweb12-0207wb-85-32467 230 8 890
201 clueweb12-0206wb-21-25429 231 8 753
201 clueweb12-0207wb-30-17506 232 8 753
201 clueweb12-0206wb-88-21754 233 8 753
201 clueweb12-0207wb-38-00310 234 8 753
201 clueweb12-1213wb-72-06850 235 8 1542
201 clueweb12-1213wb-67-06345 236 6 962
201 clueweb12-1214wb-61-29334 237 9 1112
201 clueweb12-1215wb-82-22157 238 3 1311
201 clueweb12-1701wb-76-14934 239 12 1177
201 clueweb12-0206wb-02-28558 240 5 611
201 clueweb12-0208wb-74-11524 241 5 613
201 clueweb12-1715wb-01-13558 242 3 349
201 clueweb12-0603wb-08-32699 243 12 311
201 clueweb12-1901wb-68-15537 244 6 406
201 clueweb12-1805wb-76-12237 245 11 1764
201 clueweb12-1806wb-14-01945 246 10 1650
201 clueweb12-1806wb-25-11525 247 11 1767
201 clueweb12-1804wb-55-03021 248 11 1764
201 clueweb12-1811wb-75-13089 249 6 1464
201 clueweb12-1811wb-44-14442 250 6 1605
201 clueweb12-1812wb-81-02006 251 6 1587
201 clueweb12-1812wb-81-02020 252 7 1722
201 clueweb12-1812wb-48-16256 253 6 1749
201 clueweb12-1812wb-12-01751 254 6 1822
201 clueweb12-1900wb-44-04173 255 6 1452
201 clueweb12-1900wb-30-13060 256 6 1580
201 clueweb12-1815wb-35-11118 257 10 1430
201 clueweb12-1900wb-44-13715 258 7 1715
201 clueweb12-1813wb-13-02609 259 6 1582
201 clueweb12-1900wb-77-09926 260 6 1500
201 clueweb12-1900wb-77-09940 261 6 1882
201 clueweb12-1901wb-00-07946 262 9 1724
201 clueweb12-1914wb-01-01046 263 3 1665
201 clueweb12-1814wb-72-05893 264 4 1590
201 clueweb12-0109wb-06-18324 265 4 766
201 clueweb12-0607wb-48-09245 266 16 696
201 clueweb12-0607wb-92-25305 267 9 672
201 clueweb12-0608wb-02-00695 268 13 879
201 clueweb12-1212wb-04-11801 269 13 477
201 clueweb12-0911wb-38-11005 270 5 1599
201 clueweb12-1714wb-87-20350 271 5 885
201 clueweb12-0608wb-67-09164 272 7 586
201 clueweb12-1705wb-33-05185 273 11 328
201 clueweb12-0109wb-46-06911 274 28 299
201 clueweb12-0910wb-77-15846 275 4 1273
201 clueweb12-1509wb-82-15329 276 7 1229
201 clueweb12-0309wb-98-01074 277 1 1154
201 clueweb12-1806wb-45-27033 278 6 519
201 clueweb12-1806wb-39-22307 279 6 519
201 clueweb12-1806wb-42-18285 280 5 518
201 clueweb12-0604wb-59-04476 281 12 258
201 clueweb12-1702wb-43-11100 282 12 263
201 clueweb12-1506wb-15-30252 283 8 374
201 clueweb12-1312wb-78-02346 284 5 1120
201 clueweb12-1516wb-67-07751 285 4 1123
201 clueweb12-0913wb-17-02230 286 2 642
201 clueweb12-1214wb-90-07140 287 8 1946
201 clueweb12-1212wb-36-20306 288 4 1838
201 clueweb12-1215wb-46-22251 289 4 2142
201 clueweb12-0817wb-29-15177 290 5 4779
201 clueweb12-1809wb-02-14946 291 8 1503
201 clueweb12-1701wb-62-20638 292 12 499
201 clueweb12-0900wb-59-18923 293 3 393
201 clueweb12-0601wb-22-09287 294 4 1533
201 clueweb12-0106wb-46-20995 295 9 1378
201 clueweb12-1006wb-53-19150 296 7 119
201 clueweb12-0712wb-29-04659 297 3 6209
201 clueweb12-0608wb-21-05230 298 12 620
201 clueweb12-0609wb-19-06060 299 10 790
201 clueweb12-0608wb-31-12820 300 4 612
201 clueweb12-1710wb-99-15438 301 4 893
201 clueweb12-1506wb-23-14568 302 6 1312
201 clueweb12-0205wb-70-27462 303 5 685
201 clueweb12-0111wb-83-00742 304 7 522
201 clueweb12-0910wb-01-28900 305 3 602
201 clueweb12-1310wb-50-32795 306 6 433
201 clueweb12-0600wb-14-21200 307 5 1178
201 clueweb12-1017wb-90-05094 308 9 2104
201 clueweb12-0005wb-35-29724 309 3 2381
201 clueweb12-1415wb-04-29553 310 4 2905
201 clueweb12-1804wb-61-18408 311 11 2797
201 clueweb12-1804wb-91-02275 312 4 2937
201 clueweb12-1806wb-07-14283 313 6 2546
201 clueweb12-1806wb-17-27433 314 8 2749
201 clueweb12-1805wb-55-07308 315 5 2695
201 clueweb12-1806wb-43-19338 316 9 2718
201 clueweb12-1806wb-32-07214 317 8 2748
201 clueweb12-1811wb-11-10761 318 6 2603
201 clueweb12-1811wb-75-02251 319 6 2696
201 clueweb12-1811wb-44-14584 320 8 2433
201 clueweb12-1812wb-49-01437 321 6 2264
201 clueweb12-1813wb-59-08582 322 10 2145
201 clueweb12-1810wb-41-22376 323 6 2758
201 clueweb12-1900wb-44-03955 324 10 2408
201 clueweb12-1900wb-30-13004 325 10 2112
201 clueweb12-1814wb-57-16040 326 6 2386
201 clueweb12-1814wb-94-10737 327 7 2732
201 clueweb12-1814wb-57-14085 328 6 2374
201 clueweb12-1901wb-23-18016 329 11 2136
201 clueweb12-1901wb-23-18030 330 14 2387
201 clueweb12-0909wb-46-16342 331 18 1327
201 clueweb12-0703wb-65-18204 332 1 2972
201 clueweb12-0907wb-56-14116 333 8 1317
201 clueweb12-0004wb-66-06187 334 3 1714
201 clueweb12-0300wb-68-28134 335 1 1977
201 clueweb12-0908wb-47-11332 336 16 2033
201 clueweb12-0913wb-56-08611 337 6 1013
201 clueweb12-1613wb-55-16455 338 6 6237
201 clueweb12-0917wb-40-04837 339 3 163
201 clueweb12-1406wb-59-11530 340 11 867
201 clueweb12-1701wb-83-12888 341 3 2700
201 clueweb12-0600wb-15-03061 342 12 274
201 clueweb12-0604wb-59-04462 343 12 233
201 clueweb12-1503wb-98-04324 344 6 5709
201 clueweb12-0712wb-46-32475 345 11 856
201 clueweb12-1007wb-42-30055 346 5 451
201 clueweb12-1116wb-15-20145 347 5 431
201 clueweb12-1414wb-67-10786 348 5 431
201 clueweb12-0806wb-72-13927 349 6 1676
201 clueweb12-0101wb-64-24620 350 3 1052
201 clueweb12-1212wb-05-18952 351 4 2671
201 clueweb12-1212wb-36-20320 352 4 2539
201 clueweb12-0604wb-94-00356 353 7 714
201 clueweb12-1010wb-42-00829 354 5 2694
201 clueweb12-1909wb-26-24680 355 4 370
201 clueweb12-1309wb-11-19174 356 7 450
201 clueweb12-0510wb-87-31466 357 10 1010
201 clueweb12-0202wb-65-11691 358 12 272
201 clueweb12-0608wb-87-12257 359 4 1413
201 clueweb12-0716wb-77-18968 360 4 1128
201 clueweb12-1801wb-07-05278 361 4 1209
201 clueweb12-1711wb-60-05056 362 5 5936
201 clueweb12-1703wb-92-13217 363 4 283
201 clueweb12-0908wb-21-02242 364 16 2480
201 clueweb12-0012wb-40-12223 365 2 1254
201 clueweb12-0912wb-14-22667 366 12 4732
201 clueweb12-0612wb-76-02178 367 13 550
201 clueweb12-1705wb-87-16158 368 12 595
201 clueweb12-1711wb-90-06397 369 4 608
201 clueweb12-0915wb-99-00971 370 5 7978
201 clueweb12-0713wb-22-30362 371 4 1759
201 clueweb12-0004wb-26-27960 372 3 447
201 clueweb12-0208wb-82-14166 373 5 522
201 clueweb12-0208wb-06-33178 374 5 522
201 clueweb12-0208wb-22-25931 375 3 519
201 clueweb12-0208wb-90-12777 376 5 523
201 clueweb12-0808wb-90-20214 377 6 459
201 clueweb12-1910wb-88-17910 378 3 3791
201 clueweb12-0501wb-33-23849 379 12 3427
201 clueweb12-0502wb-65-14466 380 15 3479
201 clueweb12-1902wb-61-25157 381 10 388
201 clueweb12-0106wb-70-32458 382 5 2767
201 clueweb12-0202wb-55-22417 383 2 229
201 clueweb12-0203wb-27-04513 384 12 278
201 clueweb12-0914wb-76-19546 385 5 1922
201 clueweb12-0308wb-31-15703 386 6 164
201 clueweb12-0308wb-42-03895 387 6 171
201 clueweb12-1414wb-45-17664 388 4 2312
201 clueweb12-1516wb-38-04971 389 4 2579
201 clueweb12-1516wb-54-29176 390 4 2580
201 clueweb12-0808wb-26-14049 391 17 480
201 clueweb12-0005wb-70-23762 392 8 1936
201 clueweb12-0004wb-38-35978 393 4 400
201 clueweb12-1701wb-11-09404 394 12 216
201 clueweb12-1207wb-44-24456 395 9 832
201 clueweb12-0610wb-73-30521 396 12 798
201 clueweb12-0601wb-06-30307 397 8 1323
201 clueweb12-1810wb-57-13235 398 8 3017
201 clueweb12-1810wb-57-13250 399 6 3382
201 clueweb12-1810wb-78-13626 400 6 3984
201 clueweb12-1813wb-59-08667 401 10 3140
201 clueweb12-1814wb-25-15309 402 6 3076
201 clueweb12-1814wb-25-15323 403 6 2992
201 clueweb12-1901wb-54-11977 404 14 3891
201 clueweb12-1901wb-54-12161 405 10 3913
201 clueweb12-1901wb-23-17832 406 10 4267
201 clueweb12-1901wb-00-07932 407 9 3363
201 clueweb12-1901wb-71-18960 408 14 3126
201 clueweb12-0206wb-31-19856 409 18 4203
201 clueweb12-0702wb-06-13909 410 5 241
201 clueweb12-0112wb-63-19250 411 12 1159
201 clueweb12-0007wb-85-03219 412 3 850
201 clueweb12-0512wb-09-20894 413 10 1093
201 clueweb12-0512wb-20-27048 414 8 1049
201 clueweb12-0600wb-41-00585 415 4 1072
201 clueweb12-0600wb-26-07339 416 6 1045
201 clueweb12-0600wb-73-06010 417 9 1057
201 clueweb12-0600wb-89-11738 418 9 1087
201 clueweb12-0601wb-38-06823 419 4 1062
201 clueweb12-0600wb-35-32520 420 5 1049
201 clueweb12-1901wb-99-08424 421 3 295
201 clueweb12-0608wb-67-09179 422 4 1764
201 clueweb12-0609wb-04-23713 423 4 1567
201 clueweb12-1810wb-81-16694 424 8 1864
201 clueweb12-1810wb-89-21559 425 8 1736
201 clueweb12-0303wb-08-13832 426 5 389
201 clueweb12-1701wb-15-23885 427 12 314
201 clueweb12-0000wb-95-20925 428 3 699
201 clueweb12-0606wb-21-05504 429 11 1225
201 clueweb12-0506wb-55-30584 430 2 2164
201 clueweb12-1802wb-67-20036 431 12 1825
201 clueweb12-0006wb-64-24376 432 11 1012
201 clueweb12-0605wb-37-28828 433 8 425
201 clueweb12-1804wb-06-03017 434 5 1935
201 clueweb12-0817wb-61-05692 435 5 5794
201 clueweb12-1506wb-99-03967 436 7 609
201 clueweb12-1511wb-33-20067 437 5 844
201 clueweb12-0204wb-53-19932 438 9 509
201 clueweb12-1213wb-73-07799 439 13 408
201 clueweb12-0600wb-01-01335 440 4 1746
201 clueweb12-0808wb-29-00824 441 8 1443
201 clueweb12-1416wb-31-25308 442 9 755
201 clueweb12-1213wb-65-28025 443 6 74
201 clueweb12-1806wb-63-21633 444 8 1752
201 clueweb12-0105wb-57-11622 445 3 3744
201 clueweb12-0406wb-87-25143 446 5 1637
201 clueweb12-0607wb-73-23430 447 7 2115
201 clueweb12-1911wb-95-05290 448 4 2587
201 clueweb12-1013wb-54-04556 449 14 1614
201 clueweb12-0000wb-17-34054 450 2 1283
201 clueweb12-0502wb-94-10898 451 7 363
201 clueweb12-1504wb-83-03364 452 6 2827
201 clueweb12-1504wb-50-06734 453 6 2827
201 clueweb12-0004wb-53-23906 454 9 644
201 clueweb12-1218wb-51-32354 455 7 145
201 clueweb12-1602wb-43-16781 456 14 811
201 clueweb12-0913wb-57-00197 457 6 8890
201 clueweb12-1212wb-13-07442 458 4 4183
201 clueweb12-0000wb-64-25204 459 6 3718
201 clueweb12-0201wb-31-23372 460 12 264
201 clueweb12-0202wb-18-17709 461 12 234
201 clueweb12-1106wb-06-23245 462 5 1348
201 clueweb12-0906wb-64-24824 463 8 141
201 clueweb12-0108wb-90-18969 464 4 489
201 clueweb12-0408wb-02-09453 465 5 597
201 clueweb12-0205wb-05-15256 466 6 563
201 clueweb12-1103wb-44-07512 467 3 492
201 clueweb12-0009wb-53-16209 468 2 1240
201 clueweb12-0914wb-82-28596 469 1 1770
201 clueweb12-0102wb-90-10406 470 17 3674
201 clueweb12-1103wb-23-09391 471 6 2061
201 clueweb12-0101wb-40-18515 472 17 3677
201 clueweb12-1507wb-52-27366 473 5 548
201 clueweb12-1712wb-14-00842 474 11 3713
201 clueweb12-0302wb-56-21773 475 4 2212
201 clueweb12-0605wb-93-17806 476 8 1718
201 clueweb12-1312wb-40-29144 477 8 1489
201 clueweb12-0403wb-20-34810 478 9 1804
201 clueweb12-0905wb-09-07290 479 18 763
201 clueweb12-0915wb-04-08885 480 10 322
201 clueweb12-1204wb-00-27222 481 0 13861
201 clueweb12-0310wb-86-25869 482 8 3091
201 clueweb12-1312wb-94-06817 483 4 326
201 clueweb12-1711wb-12-20002 484 6 262
201 clueweb12-1801wb-99-17235 485 5 2223
201 clueweb12-0409wb-79-30659 486 17 1204
201 clueweb12-0600wb-66-31291 487 11 1559
201 clueweb12-0601wb-01-20699 488 6 1153
201 clueweb12-0712wb-59-11471 489 9 1000
201 clueweb12-0810wb-45-08262 490 4 1322
201 clueweb12-0904wb-40-24783 491 18 1346
201 clueweb12-1414wb-01-21597 492 6 1077
201 clueweb12-1704wb-84-04997 493 17 1187
201 clueweb12-1711wb-47-34192 494 8 1244
201 clueweb12-1805wb-63-04518 495 7 1728
201 clueweb12-1805wb-26-10758 496 7 1728
201 clueweb12-1811wb-94-05097 497 4 811
201 clueweb12-1507wb-61-21698 498 6 1900
201 clueweb12-1505wb-32-34627 499 9 702
201 clueweb12-0600wb-60-11197 500 7 1958
201 clueweb12-1103wb-22-21343 501 3 1686
201 clueweb12-0304wb-35-08115 502 2 219
201 clueweb12-1101wb-16-10161 503 11 795
201 clueweb12-1107wb-81-13636 504 7 947
201 clueweb12-1511wb-23-03951 505 4 920
201 clueweb12-0604wb-18-16548 506 0 6041
201 clueweb12-0902wb-22-14505 507 14 1652
201 clueweb12-1702wb-93-04408 508 15 2597
201 clueweb12-0110wb-38-23563 509 19 874
201 clueweb12-0408wb-08-10259 510 23 2170
201 clueweb12-0912wb-47-04607 511 7 2719
201 clueweb12-1215wb-17-08894 512 8 3270
201 clueweb12-1617wb-17-15541 513 12 1975
201 clueweb12-1415wb-23-22546 514 14 354
201 clueweb12-1807wb-75-21572 515 9 750
201 clueweb12-1905wb-11-03642 516 11 201
201 clueweb12-0705wb-20-01890 517 4 4150
201 clueweb12-0100wb-97-28288 518 14 577
201 clueweb12-0605wb-21-18491 519 6 1959
201 clueweb12-1805wb-10-06868 520 9 3361
201 clueweb12-0005wb-26-17268 521 4 1306
201 clueweb12-1207wb-44-21040 522 8 248
201 clueweb12-0109wb-15-02554 523 11 1160
201 clueweb12-1107wb-98-10823 524 11 1563
201 clueweb12-0702wb-87-10822 525 5 395
201 clueweb12-1310wb-47-13595 526 15 282
201 clueweb12-0906wb-66-09313 527 5 531
201 clueweb12-0906wb-66-09299 528 7 441
201 clueweb12-0906wb-38-17500 529 6 407
201 clueweb12-1812wb-28-09114 530 4 601
201 clueweb12-1020wb-51-03978 531 8 4138
201 clueweb12-0301wb-73-34186 532 8 1469
201 clueweb12-1507wb-95-01615 533 10 804
201 clueweb12-1116wb-14-10668 534 5 615
201 clueweb12-1118wb-14-15950 535 5 615
201 clueweb12-0200wb-17-35406 536 9 1037
201 clueweb12-0001wb-90-26508 537 8 900
201 clueweb12-1814wb-33-18829 538 3 972
201 clueweb12-0208wb-70-23967 539 6 126
201 clueweb12-0911wb-45-25150 540 6 746
201 clueweb12-1103wb-98-25713 541 5 1820
201 clueweb12-1106wb-04-17929 542 5 1693
201 clueweb12-1106wb-34-06356 543 5 1586
201 clueweb12-1108wb-08-12000 544 3 1589
201 clueweb12-1107wb-04-21686 545 6 1631
201 clueweb12-1107wb-16-22724 546 5 1497
201 clueweb12-1107wb-10-17545 547 3 1802
201 clueweb12-1107wb-76-16215 548 6 1885
201 clueweb12-1106wb-82-25837 549 5 1627
201 clueweb12-0203wb-22-16961 550 12 291
201 clueweb12-1810wb-62-00938 551 13 867
201 clueweb12-0506wb-04-01320 552 4 1260
201 clueweb12-1005wb-89-26452 553 1 1128
201 clueweb12-1310wb-94-00053 554 6 365
201 clueweb12-0202wb-58-12454 555 18 165
201 clueweb12-1812wb-34-16746 556 12 402
201 clueweb12-0005wb-13-16776 557 4 361
201 clueweb12-0411wb-21-00898 558 14 6032
201 clueweb12-0401wb-44-13931 559 5 1153
201 clueweb12-1302wb-15-18750 560 5 1075
201 clueweb12-0302wb-63-08355 561 3 222
201 clueweb12-1506wb-97-10473 562 6 2162
201 clueweb12-1900wb-37-27853 563 6 1977
201 clueweb12-1900wb-36-26699 564 6 1977
201 clueweb12-1900wb-36-26713 565 6 1977
201 clueweb12-1900wb-31-19496 566 6 1976
201 clueweb12-0103wb-94-07805 567 7 961
201 clueweb12-0916wb-32-03911 568 8 919
