QueryNum DocId Rank TitleLen BodyLen 
1 mydr.3757_12_000028 133 8 3764
1 mydr.3757_12_000004 134 8 3803
1 nhslo3844_12_013359 135 4 1409
1 nhslo1393_12_015443 136 4 1366
1 nhslo1393_12_015445 137 4 1408
1 nhslo3844_12_013357 138 4 1367
1 mydr.3757_12_000259 139 10 5104
1 metho3695_12_000268 140 30 3765
1 mydr.3757_12_000106 141 9 4135
1 metho3695_12_000215 142 23 2946
1 metho3695_12_000121 143 23 2317
1 skinc4437_12_000714 144 5 194094
1 famil2899_12_000882 145 6 3718
1 marsh3570_12_000107 146 7 1315
1 marsh3570_12_000110 147 7 1315
1 plast4085_12_000695 148 17 1398
1 pathg3984_12_000499 149 4 10600
1 metho3695_12_000187 150 24 2987
1 famil2899_12_000375 151 2 2612
1 famil2899_12_000859 152 2 2615
1 famil2899_12_000101 153 2 2612
1 first1181_12_000192 154 14 558
1 first1181_12_000421 155 15 519
1 fromy1190_12_002421 156 6 7757
1 skinc4434_12_001183 157 13 1495
1 stret4575_12_000117 158 8 1363
1 mydr.3757_12_000229 159 10 4044
1 mydr.3757_12_000269 160 8 3566
1 blog.0976_12_000009 161 18 2744
1 drugs2710_12_000203 162 5 3814
1 skinc4437_12_000807 163 3 5016
1 healt3090_12_001471 164 8 3108
1 healt3090_12_002452 165 5 3060
1 nhslo1393_12_009654 166 4 1148
1 nhslo1393_12_009656 167 4 1190
1 mydr.3757_12_000421 168 8 3290
1 mydr.3757_12_000214 169 8 3679
1 mydr.3757_12_000056 170 9 3836
1 mydr.3757_12_000380 171 9 3054
1 mydr.3757_12_000313 172 10 5246
1 mydr.3757_12_000443 173 9 5077
1 healt3114_12_000010 174 4 2253
1 nhslo1393_12_015200 175 5 7456
1 nhslo1393_12_015196 176 5 7498
1 healt3090_12_002403 177 9 2097
1 mydr.3757_12_000100 178 9 2981
1 nhslo3844_12_013366 179 5 5175
1 nhslo1393_12_015452 180 5 5174
1 nhslo1393_12_015456 181 5 5132
1 nhslo3844_12_013370 182 5 5133
1 healt3090_12_001605 183 6 1629
1 medic3634_12_000639 184 9 1494
1 medic3634_12_000645 185 9 1494
1 back.2040_12_000058 186 14 1730
1 back.2040_12_000215 187 14 1730
1 first1181_12_000841 188 16 583
1 mydr.3757_12_000450 189 8 4839
1 mydr.3757_12_000484 190 8 4839
1 mydr.3757_12_000359 191 12 4843
1 mydr.3757_12_000177 192 8 4839
1 mydr.3757_12_000468 193 9 4840
1 nhslo3844_12_010824 194 5 3977
1 nhslo3844_12_010828 195 5 3935
1 nhslo1393_12_014500 196 5 3976
1 nhslo1393_12_014504 197 5 3934
1 nhslo3844_12_014085 198 5 3977
1 nhslo3844_12_014089 199 5 3935
1 skinc4437_12_000940 200 3 4508
1 aldf.1864_12_000027 201 4 3105
1 healt3090_12_001891 202 5 2180
1 triph4710_12_000630 203 3 2189
1 triph4710_12_000686 204 3 2195
1 chkd.2351_12_001490 205 15 1031
1 allin1875_12_000175 206 3 2533
1 mydr.3757_12_000102 207 11 2562
1 bupa.2183_12_000222 208 9 2110
1 bupa.2183_12_000203 209 11 2110
1 first1181_12_000394 210 15 579
1 hairr3061_12_000117 211 10 1437
1 first1181_12_000392 212 17 899
1 skinc4437_12_002294 213 1 2004
1 skinc4437_12_002469 214 1 2004
1 metho3695_12_000270 215 24 2948
1 nhslo1393_12_015181 216 4 1748
1 nhslo1393_12_015183 217 4 1790
1 vdf.o4883_12_000016 218 8 7055
1 first1181_12_000170 219 9 1127
1 mydr.3757_12_000019 220 9 3755
1 healt3090_12_000989 221 4 5943
1 mydr.3757_12_000156 222 8 2047
1 mydr.3757_12_000059 223 8 3533
1 first1181_12_000398 224 14 616
1 diabe2551_12_002345 225 7 641
1 mydr.3757_12_000401 226 10 2772
1 mydr.3757_12_000065 227 10 2711
1 healt3090_12_001472 228 7 6415
1 back.2040_12_000036 229 10 2046
1 back.2040_12_000050 230 10 2046
1 heart3138_12_000062 231 10 1039
1 aswee0953_12_001482 232 8 1516
1 mydr.3757_12_000141 233 9 3821
1 pedia1457_12_000853 234 5 1050
1 lungc1312_12_000194 235 13 1393
1 virtu4909_12_000545 236 6 8647
1 triph4710_12_000746 237 3 2264
1 virtu4909_12_000762 238 3 1444
1 insid3304_12_000193 239 6 2066
1 stret4575_12_000046 240 8 1482
1 dict.2567_12_000954 241 9 8733
1 chkd.2351_12_000199 242 15 1788
1 chkd.2351_12_001669 243 14 1785
1 stret4575_12_000481 244 8 1366
1 first1181_12_000189 245 12 517
1 nhslo3844_12_005437 246 5 3023
1 nhslo3844_12_005441 247 5 2981
1 nhslo3844_12_012946 248 4 1978
1 nhslo3844_12_012948 249 4 2020
1 healt3090_12_001952 250 7 3919
1 triph4710_12_001081 251 9 891
1 famil2899_12_000468 252 8 2329
1 famil2899_12_000123 253 8 2326
1 copd.1055_12_000312 254 11 1665
1 bette2098_12_000321 255 7 1700
1 first1181_12_000061 256 16 533
1 healt3090_12_000564 257 4 6220
1 wiki.0842_12_001803 258 2 1821
1 triph4710_12_001082 259 3 458
1 healt3090_12_001041 260 5 1337
1 healt3090_12_000669 261 4 3422
1 hairr3061_12_000177 262 9 1514
1 hairr3061_12_000337 263 9 1511
1 hairr3061_12_000307 264 8 1391
1 perin4017_12_000336 265 2 1464
1 healt3090_12_001719 266 4 1516
1 chkd.2351_12_000351 267 14 522
1 bupa.2183_12_001194 268 11 2435
1 bupa.2183_12_001201 269 13 2435
1 chron1025_12_000245 270 9 17416
1 skinc4437_12_001443 271 6 4905
1 healt3090_12_001736 272 4 1554
1 hairr3061_12_000322 273 9 1438
1 hairr3061_12_000098 274 8 1394
1 hairr3061_12_000036 275 9 1403
1 hairr3061_12_000300 276 9 1379
1 hairr3061_12_000415 277 9 1387
1 hairr3061_12_000304 278 9 1397
1 hairr3061_12_000313 279 9 1433
1 mydr.3757_12_000231 280 9 4006
1 mydr.3757_12_000465 281 10 4007
1 mydr.3757_12_000548 282 6 2518
1 plast4085_12_000474 283 12 4650
1 babyc2037_12_000991 284 4 2543
1 healt3090_12_001075 285 4 2137
1 bupa.2183_12_001432 286 13 2183
1 bupa.2183_12_001428 287 13 2183
1 bupa.2183_12_001427 288 16 2183
1 bupa.2183_12_001440 289 13 2183
1 bupa.2183_12_001443 290 15 2183
1 bupa.2183_12_001445 291 16 2183
1 aller1867_12_000032 292 2 899
1 aller1868_12_000012 293 2 899
1 first1181_12_000197 294 14 832
1 stret4575_12_000166 295 7 1440
1 stret4575_12_000297 296 7 1437
1 cks.n0835_12_000983 297 10 1337
1 cks.n0835_12_000984 298 12 1332
1 mydr.3757_12_000228 299 9 3981
1 healt3090_12_002462 300 7 3605
1 first1181_12_000829 301 14 625
1 first1181_12_000067 302 13 569
1 wiki.0842_12_001325 303 4 2200
1 aswee0953_12_001973 304 8 1985
1 aswee0953_12_001970 305 8 1985
1 micro3708_12_000086 306 8 1509
1 chkd.2351_12_000286 307 10 417
1 diabe2551_12_001422 308 8 1240
1 diabe2551_12_002340 309 8 1240
1 chron1025_12_000032 310 7 12364
1 virtu4909_12_001519 311 1 15438
1 nlm.n3868_12_001367 312 4 1290
1 aamds1745_12_000453 313 9 1618
1 allin1875_12_000154 314 3 3657
1 mydr.3757_12_000315 315 9 3828
1 mydr.3757_12_000009 316 11 3243
1 mydr.3757_12_000045 317 8 3240
1 mydr.3757_12_000089 318 8 3337
1 mydr.3757_12_000266 319 14 3246
1 mydr.3757_12_000345 320 8 3240
1 aging1838_12_000551 321 10 1738
1 fromy1190_12_000513 322 6 3075
1 triph4710_12_001594 323 3 2481
1 triph4710_12_001486 324 3 2481
1 healt3090_12_001285 325 8 1503
1 socia4513_12_000036 326 11 4695
1 mayoc3579_12_025071 327 6 1501
1 nhslo1393_12_014309 328 5 2448
1 nhslo1393_12_014311 329 5 2406
1 nhslo1393_12_012266 330 5 2448
1 nhslo1393_12_012268 331 5 2406
1 nhslo3844_12_013907 332 5 2407
1 nhslo3844_12_013905 333 5 2449
1 mayoc3579_12_026285 334 4 3542
1 mayoc3579_12_026280 335 5 3541
1 mydr.3757_12_000135 336 12 3640
1 ms.ab1371_12_000338 337 8 68794
1 mydr.3757_12_000367 338 8 3866
1 mydr.3757_12_000213 339 11 3622
1 mydr.3757_12_000372 340 9 3479
1 mydr.3757_12_000364 341 9 3179
1 mydr.3757_12_000283 342 9 4294
1 mydr.3757_12_000029 343 8 3866
1 mydr.3757_12_000021 344 9 3639
1 surfa4585_12_000626 345 10 1243
1 dermw2530_12_000004 346 6 2416
1 babyc2037_12_000419 347 5 3230
1 metho3695_12_000241 348 33 3030
1 stret4575_12_000443 349 8 1288
1 bupa.2183_12_000699 350 13 2134
1 bupa.2183_12_000754 351 15 2134
1 healt3090_12_001552 352 7 1812
1 stret4575_12_000033 353 7 1329
1 stret4575_12_000099 354 6 1320
1 stret4575_12_000408 355 7 1440
1 stret4575_12_000285 356 7 1305
1 stret4575_12_000047 357 6 1276
1 stret4575_12_000111 358 7 1312
1 stret4575_12_000156 359 7 1437
1 stret4575_12_000392 360 7 1313
1 stret4575_12_000287 361 7 1323
1 stret4575_12_000305 362 7 1359
1 diabe2551_12_002346 363 8 390
1 daily0837_12_008671 364 9 10246
1 mydr.3757_12_000299 365 9 4279
1 mydr.3757_12_000308 366 8 3029
1 mydr.3757_12_000082 367 8 2977
1 mydr.3757_12_000287 368 8 2789
1 mydr.3757_12_000437 369 10 2765
1 diabe2551_12_002418 370 11 4169
1 virtu4913_12_000464 371 6 904
1 famil2899_12_000610 372 2 979
1 mgh.o3697_12_001502 373 7 513
1 elgin2788_12_002818 374 5 835
1 elgin2788_12_002826 375 5 835
1 elgin2788_12_002946 376 5 792
1 elgin2788_12_002476 377 5 792
1 elgin2788_12_002515 378 5 835
1 elgin2788_12_002874 379 5 833
1 elgin2788_12_002889 380 5 794
1 elgin2788_12_002921 381 5 792
1 elgin2788_12_002933 382 5 833
1 elgin2788_12_002464 383 5 794
1 elgin2788_12_002520 384 5 794
1 elgin2788_12_002855 385 5 794
1 elgin2788_12_002900 386 5 833
1 elgin2788_12_002471 387 5 792
1 elgin2788_12_002522 388 5 833
1 elgin2788_12_002545 389 5 835
1 stret4575_12_000037 390 6 1357
1 stret4575_12_000190 391 7 1412
1 stret4575_12_000195 392 6 1327
1 babyc2033_12_000046 393 5 3603
1 lambt3445_12_000768 394 9 1425
1 pedia4004_12_000010 395 11 5325
1 med.u3602_12_000104 396 10 36103
1 med.u3602_12_000103 397 10 36027
1 my.cl1373_12_000538 398 4 2532
1 skinc4435_12_000444 399 5 1262
1 nhslo1393_12_004013 400 5 3166
1 nhslo1393_12_004017 401 5 3124
1 diabe2551_12_000617 402 8 1913
1 diabe2551_12_000705 403 8 1913
1 diabe2551_12_000594 404 8 1913
1 radio4191_12_000374 405 2 1024
1 mydr.3757_12_000471 406 9 4590
1 mayoc3579_12_026289 407 5 1608
1 medic3634_12_000552 408 4 1622
1 altme0929_12_000812 409 4 2136
1 altme0929_12_000900 410 4 2136
1 altme0929_12_000899 411 4 2136
1 nhslo3844_12_005574 412 5 2786
1 nhslo3844_12_005569 413 5 2828
1 nhslo1393_12_007401 414 5 2827
1 nhslo1393_12_007406 415 5 2785
1 baby-2032_12_000014 416 11 2068
1 skinc4437_12_000391 417 2 1827
1 skinc4437_12_000425 418 2 1827
1 diabe2551_12_000204 419 8 3733
1 diabe2551_12_000037 420 8 3733
1 first1181_12_000069 421 20 618
1 first1181_12_000412 422 18 673
1 healt3090_12_001745 423 3 1414
1 first1181_12_000406 424 16 748
1 mydr.3757_12_000230 425 10 2308
1 metho3695_12_000140 426 26 3785
1 wiki.0842_12_005968 427 2 3447
1 healt3090_12_000921 428 7 1958
1 healt3090_12_001827 429 8 2423
1 healt3090_12_000633 430 4 5966
1 diabe2551_12_001232 431 9 2238
1 diabe2551_12_001085 432 9 2238
1 metho3695_12_000123 433 31 3597
1 metho3695_12_000265 434 25 3581
1 metho3695_12_000139 435 33 2915
1 stret4575_12_000186 436 6 1529
1 medic3643_12_000003 437 12 3263
1 mydr.3757_12_000109 438 9 3822
1 mydr.3757_12_000013 439 8 3794
1 mydr.3757_12_000030 440 8 3807
1 healt3090_12_002689 441 6 5847
1 pathg3984_12_000352 442 5 4239
1 aswee0953_12_000086 443 5 885
1 aswee0953_12_000087 444 5 885
1 scan.4329_12_000066 445 5 875
1 hipsf3170_12_000096 446 13 2553
1 surfa4585_12_000614 447 9 2506
1 patho3986_12_001019 448 3 12954
1 healt3090_12_000668 449 4 1978
1 triph4710_12_001478 450 3 2470
1 triph4710_12_001557 451 3 2470
1 famil2899_12_000036 452 4 1111
1 famil2899_12_000735 453 4 1113
1 rosac4281_12_000071 454 7 1793
1 rosac4281_12_000463 455 7 1799
1 my.cl1373_12_000302 456 4 2974
1 total4684_12_000883 457 6 2015
1 famil2899_12_000073 458 2 791
1 famil2899_12_000556 459 2 794
1 first1181_12_000820 460 6 1105
1 npc.n0850_12_002834 461 1 1941
1 stret4575_12_000113 462 7 1342
1 stret4575_12_000137 463 7 1324
1 stret4575_12_000169 464 8 1362
1 stret4575_12_000172 465 7 1347
1 stret4575_12_000254 466 8 1345
1 stret4575_12_000309 467 7 1374
1 stret4575_12_000387 468 6 1367
1 stret4575_12_000119 469 8 1364
1 stret4575_12_000455 470 7 1448
1 stret4575_12_000458 471 7 1322
1 stret4575_12_000371 472 8 1359
1 stret4575_12_000204 473 6 1362
1 stret4575_12_000425 474 7 1321
1 stret4575_12_000229 475 8 1366
1 aswee0953_12_001137 476 4 1428
1 first1181_12_000036 477 5 2000
1 lymph3532_12_000843 478 5 649
1 lymph3532_12_000998 479 5 649
1 lymph3532_12_001098 480 5 649
1 mydr.3757_12_000196 481 8 4212
1 ement2807_12_000210 482 15 2871
1 ement2807_12_001776 483 11 2854
1 ement2807_12_002357 484 15 2871
1 ement2807_12_002601 485 15 2871
1 ement2807_12_001289 486 17 2879
1 ement2807_12_000824 487 15 2868
1 daily0837_12_040998 488 10 15188
1 skinc4437_12_000932 489 4 271056
1 metho3695_12_000259 490 23 1908
1 nhslo3844_12_006979 491 5 4015
1 nhslo3844_12_006983 492 5 3973
1 nhslo1393_12_010582 493 5 4014
1 nhslo1393_12_010586 494 5 3972
1 healt3090_12_002637 495 5 1345
1 heart3138_12_000001 496 10 508
1 stret4575_12_000089 497 7 1357
1 stret4575_12_000296 498 8 1473
1 stret4575_12_000185 499 8 1332
1 stret4575_12_000160 500 7 1287
1 stret4575_12_000414 501 8 1470
1 stret4575_12_000252 502 6 1349
1 stret4575_12_000281 503 7 1287
1 stret4575_12_000302 504 6 1450
1 triph4710_12_001492 505 3 1862
1 triph4710_12_000651 506 3 1961
1 triph4710_12_001506 507 3 1862
1 mdct.3592_12_000039 508 10 5168
1 lymph3532_12_001650 509 7 1868
1 lymph3532_12_001668 510 7 1868
1 lymph3532_12_001557 511 7 1868
1 lymph3532_12_001499 512 7 1868
1 patie3992_12_002758 513 6 1224
1 mydr.3757_12_000390 514 9 3929
1 mydr.3757_12_000301 515 12 4996
1 mydr.3757_12_000049 516 12 4995
1 mydr.3757_12_000157 517 12 4995
1 speec4537_12_000052 518 3 1969
1 speec4537_12_000130 519 3 1969
1 speec4537_12_000291 520 3 1969
1 skinc4437_12_001831 521 3 747
1 skinc4437_12_001965 522 3 747
1 hyste3217_12_000224 523 21 2721
1 dict.2567_12_001442 524 23 5087
1 mydr.3757_12_000192 525 8 3744
1 mydr.3757_12_000197 526 9 4665
1 mydr.3757_12_000054 527 9 4000
1 mydr.3757_12_000223 528 9 4000
1 plast4085_12_000926 529 7 4478
1 oley.3924_12_000375 530 2 1377
1 oley.3924_12_000168 531 2 1376
1 mdand3588_12_003002 532 9 6519
1 daily0837_12_000831 533 8 22862
1 skinc4437_12_000532 534 3 4555
1 metho3695_12_000199 535 23 2175
1 triph4710_12_001584 536 3 2067
1 healt3090_12_001190 537 6 1768
1 skinc4434_12_001101 538 9 1300
1 radio4191_12_000376 539 4 1856
1 lymph3532_12_001062 540 9 926
1 lymph3532_12_001076 541 9 926
1 lymph3532_12_001103 542 9 926
1 lymph3532_12_000878 543 9 926
1 medic3630_12_000009 544 22 6128
1 yorky5007_12_000392 545 6 856
1 skinc4435_12_000064 546 9 970
1 skinc4437_12_000819 547 2 4491
1 daily0837_12_026213 548 18 11185
1 diabe2551_12_001423 549 9 984
1 diabe2551_12_002356 550 9 984
1 diabe2551_12_002465 551 9 984
1 first1181_12_000068 552 16 663
1 metho3695_12_000238 553 25 2045
1 skinc4435_12_000341 554 9 1227
1 lambt3445_12_000765 555 6 1810
1 mydr.3757_12_000974 556 9 3100
1 skinc4437_12_002071 557 12 1775
1 skinc4437_12_002395 558 12 1775
1 healt3090_12_001521 559 6 1556
1 healt3090_12_001102 560 7 1559
1 healt3090_12_002572 561 9 1188
1 daily0837_12_021708 562 8 17419
1 nhslo3844_12_012959 563 5 5928
1 nhslo3844_12_012955 564 5 5970
1 lymph3532_12_000917 565 4 1238
1 healt3090_12_000552 566 6 4065
1 bupa.2183_12_001099 567 11 2367
1 bupa.2183_12_001598 568 9 2367
1 bupa.2183_12_001107 569 9 2367
1 chron2359_12_000839 570 8 10004
1 nhslo1393_12_013706 571 4 932
1 nhslo1393_12_013709 572 4 974
1 healt3132_12_001238 573 7 915
1 myeli3758_12_000411 574 7 1126
1 uptod4830_12_003096 575 6 2972
1 uptod4830_12_002913 576 6 2972
1 uptod4830_12_038872 577 6 2972
1 allin1875_12_000161 578 6 3413
1 healt3090_12_001646 579 4 3070
1 mydr.3757_12_000183 580 8 3045
1 mydr.3757_12_000001 581 11 2904
1 chkd.2351_12_001594 582 13 1330
1 first1181_12_000418 583 16 1034
1 mydr.3757_12_000298 584 8 4076
1 lymph3532_12_001052 585 4 886
1 lymph3532_12_000826 586 4 886
1 lymph3532_12_000903 587 4 886
1 lymph3532_12_001017 588 4 886
1 lymph3532_12_000875 589 4 886
1 pathg3984_12_000509 590 3 40252
1 footh2951_12_000038 591 3 1514
1 derma2523_12_001628 592 4 2662
1 first1181_12_000074 593 14 518
1 mydr.3757_12_000117 594 9 3882
1 skinc4437_12_000933 595 3 4212
1 nhslo3844_12_009532 596 5 5090
1 nhslo3844_12_009526 597 5 5132
1 nhslo1393_12_003849 598 5 5131
1 nhslo1393_12_003855 599 5 5089
1 lymph3536_12_000279 600 4 5525
1 iront3330_12_000961 601 10 1712
1 iront3330_12_001740 602 10 1712
1 daily0837_12_000443 603 9 10711
1 daily0837_12_024670 604 11 10784
1 daily0837_12_018552 605 10 10801
1 healt3090_12_001667 606 3 2627
1 mydr.3757_12_000366 607 9 5058
1 aids.0922_12_001335 608 1 379
1 yorky5007_12_000190 609 9 1239
1 mydr.3757_12_000466 610 8 3434
1 mydr.3757_12_000014 611 8 3468
1 mydr.3757_12_000047 612 8 3617
1 chron2359_12_000877 613 8 9779
1 chron2359_12_000951 614 8 9779
1 heart3138_12_000055 615 9 2656
1 plast4085_12_000565 616 6 1098
1 yorky5007_12_000206 617 5 1126
1 mydr.3757_12_000035 618 10 2046
1 mydr.3757_12_000388 619 11 3016
1 hairr3061_12_000389 620 10 1433
1 hairr3061_12_000470 621 9 1396
1 hairr3061_12_000140 622 9 1398
1 heart3138_12_000036 623 15 1679
1 famil2899_12_000464 624 2 535
1 daily0837_12_031336 625 11 21495
1 chron2359_12_001006 626 8 11536
1 diabe2551_12_000719 627 9 2605
1 skinc4432_12_000017 628 5 1222
1 triph4710_12_000700 629 3 2095
1 healt3090_12_001688 630 6 1217
1 healt3090_12_002603 631 7 1077
1 healt3090_12_002517 632 5 1068
1 healt3090_12_001784 633 8 1858
1 lymph3532_12_002098 634 12 1018
1 dict.2567_12_001886 635 12 7475
1 metho3695_12_000164 636 23 2682
1 mydr.3757_12_000374 637 8 3294
1 stret4575_12_000144 638 7 1372
1 mayoc3579_12_005119 639 9 1632
1 yorky5007_12_000452 640 2 836
1 surfa4585_12_000692 641 11 3123
1 diabe2551_12_002348 642 7 828
1 nhslo3844_12_004113 643 5 5659
1 nhslo1393_12_012541 644 5 5700
1 nhslo1393_12_012545 645 5 5658
1 nhslo3844_12_000064 646 5 5701
1 hairr3061_12_000454 647 8 1483
1 skinc4434_12_001223 648 14 1134
1 wiki.0842_12_006152 649 3 2028
1 triph4710_12_000631 650 3 1946
1 healt3090_12_001396 651 4 2098
1 healt3090_12_000563 652 4 2932
1 fromy1190_12_000881 653 7 1563
1 skinc4434_12_001057 654 10 1697
1 lymph3532_12_001585 655 5 1469
1 mydr.3757_12_000378 656 8 3070
1 iront3330_12_001082 657 1 1712
1 mydr.3757_12_000335 658 8 3078
1 mydr.3757_12_000137 659 10 2405
1 mydr.3757_12_000307 660 10 2938
1 skinc4437_12_000521 661 2 5877
1 pedia4004_12_000049 662 11 5949
1 stret4575_12_000018 663 7 1363
1 stret4575_12_000079 664 7 1363
1 healt3090_12_002063 665 7 2450
1 first1181_12_000991 666 13 652
1 daily0837_12_019308 667 7 1504
1 healt3090_12_002653 668 9 2043
1 healt3090_12_001705 669 7 2893
1 bupa.2183_12_000351 670 13 1576
1 bupa.2183_12_001431 671 11 1583
1 bupa.2183_12_001435 672 11 1583
1 bupa.2183_12_000498 673 11 1587
1 bupa.2183_12_000499 674 13 1585
1 stret4575_12_000026 675 8 1300
1 healt3090_12_001606 676 4 1219
1 healt3090_12_000997 677 7 981
1 theba4636_12_000071 678 5 1619
1 aging1838_12_000170 679 11 1494
1 derma2524_12_000062 680 13 1661
1 daily0837_12_034849 681 10 10940
1 micro3708_12_000040 682 8 1468
1 micro3708_12_000054 683 9 1478
1 micro3708_12_000066 684 8 1509
1 vasec4878_12_001029 685 1 2157
1 stret4575_12_000243 686 6 1217
1 stret4575_12_000265 687 6 1300
1 stret4575_12_000370 688 8 1291
1 stret4575_12_000020 689 8 1434
1 stret4575_12_000091 690 6 1336
1 stret4575_12_000150 691 6 1337
1 stret4575_12_000167 692 6 1369
1 stret4575_12_000310 693 6 1260
1 stret4575_12_000422 694 7 1320
1 fromy1190_12_001092 695 9 1098
1 mydr.3757_12_000413 696 10 3418
1 mayoc3579_12_021655 697 6 1309
1 nhslo3844_12_013205 698 5 4330
1 nhslo3844_12_013209 699 5 4288
1 nhslo1393_12_015338 700 5 4329
1 nhslo1393_12_015342 701 5 4287
1 healt3090_12_001245 702 7 1553
1 healt3090_12_002414 703 3 3922
1 healt3090_12_001652 704 3 3560
1 wiki.0842_12_003722 705 5 3267
1 skinc4437_12_000988 706 2 9877
