QueryNum, avgTtfTitle, avgTtfBody 
139004,67761.8333333,11100380.8333
139005,6138.66666667,1081596.0
139006,66841.8,8665004.0
140001,13613.75,995632.25
140002,41826.75,2311162.5
140003,40184.3333333,2157803.0
140004,29811.0,3305839.66667
140005,47159.25,5195969.25
140006,264644.333333,28527784.8333
141001,41116.0,5364105.75
141002,35471.25,1837619.75
141003,7829.5,440119.0
141004,5982.4,2091684.2
141005,254575.4,26605203.0
141006,17512.0,1042928.33333
142001,87661.5,17946513.25
142002,4664.0,288768.0
142003,16432.0,1204597.5
142004,24209.875,2679096.375
142005,53531.0,14241417.125
142006,52729.4444444,13342818.0
143001,54729.1666667,8454882.33333
143002,69724.4,10800785.8
143003,12179.0,846483.0
143004,44870.6,7464075.6
143005,58670.25,9657559.75
143006,70973.75,11539363.75
144001,50037.625,3676547.125
144002,65834.8,4125160.4
144003,1052.0,57327.0
144004,77326.1428571,7159048.85714
144005,61577.8333333,4487078.33333
144006,136210.777778,14842659.7778
145001,46347.0,3561524.0
145002,10111.6666667,397882.0
145003,10111.6666667,397882.0
145004,13624.75,717776.25
145005,7617.5,324545.5
145006,13624.75,717776.25
146001,22207.4285714,3476078.71429
146002,10857.4,913940.0
146003,26607.625,3666528.75
146004,12110.5,839910.0
146005,27527.8571429,3943405.42857
146006,37921.3636364,9019268.09091
147001,44742.7142857,4437110.14286
147002,34590.2,2774685.2
147003,64952.0,4907204.0
147004,14589.0,1037708.5
147005,63992.1428571,4180392.14286
147006,30097.5714286,2003413.71429
148001,46537.0,3124659.0
148002,13743.25,4465543.75
148003,22703.6666667,1546430.0
148004,34812.6,2096368.2
148005,98179.0,6588278.0
148006,74711.0,6630710.2
149001,58952.0,7160034.28571
149002,71709.0,9196024.33333
149003,47016.5,2735505.0
149004,13983.5,942861.5
149005,19635.0,1312695.0
149006,59769.0833333,3892304.91667
150001,15369.8333333,4938787.16667
150002,16184.3333333,1361268.33333
150003,1875.66666667,111941.333333
150004,19256.25,4990575.125
150005,22734.6,3833058.0
150006,18136.6,2097815.8
